#Record "Start hour" " Dem" Win Sol AirTemp
15402 7700.5 38488.00 7080.00 0.00 9.9
15403 7701.0 36751.00 7288.00 0.00 9.5
15404 7701.5 34410.00 7496.00 0.00 9.1
15405 7702.0 32185.00 7856.00 0.00 8.9
15406 7702.5 30009.00 8216.00 0.00 8.8
15407 7703.0 27630.00 8208.00 0.00 8.5
15408 7703.5 26107.00 8200.00 0.00 8.4
15409 7704.0 25439.00 8040.00 0.00 9.7
15410 7704.5 25385.00 7876.00 0.00 9.5
15411 7705.0 24987.00 7692.00 0.00 9.3
15412 7705.5 24326.00 7504.00 0.00 9.0
15413 7706.0 23877.00 7072.00 0.00 8.9
15414 7706.5 23856.00 6636.00 0.00 8.5
15415 7707.0 23512.00 6252.00 0.00 8.3
15416 7707.5 23122.00 5864.00 0.00 8.4
15417 7708.0 23083.00 5728.00 0.00 8.4
15418 7708.5 23211.00 5588.00 0.00 8.0
15419 7709.0 24071.00 5520.00 0.00 8.3
15420 7709.5 25442.00 5452.00 0.00 8.3
15421 7710.0 28803.00 5788.00 0.00 8.8
15422 7710.5 32285.00 6124.00 0.00 8.8
15423 7711.0 35914.00 6556.00 11.75 8.6
15424 7711.5 37133.00 6988.00 22.52 9.2
15425 7712.0 37639.00 7460.00 205.64 9.5
15426 7712.5 37236.00 7932.00 388.76 9.8
15427 7713.0 37374.00 8404.00 684.48 10.2
15428 7713.5 37215.00 8872.00 980.21 10.8
15429 7714.0 36825.00 9204.00 1105.56 10.9
15430 7714.5 37044.00 9536.00 1229.92 10.9
15431 7715.0 37414.00 9732.00 1246.57 11.8
15432 7715.5 37789.00 9928.00 1262.24 11.9
15433 7716.0 38368.00 10004.00 1189.78 10.9
15434 7716.5 38314.00 10080.00 1116.34 11.3
15435 7717.0 38220.00 10036.00 993.94 11.1
15436 7717.5 38071.00 9992.00 870.55 11.3
15437 7718.0 38015.00 9900.00 741.29 11.1
15438 7718.5 37940.00 9804.00 611.05 11.0
15439 7719.0 38144.00 9744.00 447.52 10.3
15440 7719.5 39463.00 9684.00 283.01 10.0
15441 7720.0 41485.00 9620.00 149.83 10.2
15442 7720.5 44017.00 9552.00 16.65 9.6
15443 7721.0 44719.00 9012.00 8.81 9.9
15444 7721.5 44578.00 8472.00 0.00 9.8
15445 7722.0 44137.00 8496.00 0.00 9.9
15446 7722.5 43220.00 8520.00 0.00 9.7
15447 7723.0 42408.00 8628.00 0.00 10.0
15448 7723.5 41046.00 8732.00 0.00 10.4
15449 7724.0 39366.00 8872.00 0.00 9.3
15450 7724.5 37642.00 9012.00 0.00 9.3
15451 7725.0 35971.00 9688.00 0.00 10.0
15452 7725.5 33688.00 10360.00 0.00 9.9
15453 7726.0 31555.00 10376.00 0.00 9.9
15454 7726.5 29445.00 10388.00 0.00 9.9
15455 7727.0 27131.00 10400.00 0.00 9.9
15456 7727.5 25621.00 10412.00 0.00 9.9
15457 7728.0 25021.00 10284.00 0.00 9.5
15458 7728.5 25089.00 10152.00 0.00 9.1
15459 7729.0 24591.00 9940.00 0.00 9.1
15460 7729.5 23893.00 9728.00 0.00 9.1
15461 7730.0 23309.00 9560.00 0.00 8.8
15462 7730.5 22935.00 9388.00 0.00 8.6
15463 7731.0 22555.00 9048.00 0.00 8.5
15464 7731.5 22226.00 8708.00 0.00 8.5
15465 7732.0 22042.00 8408.00 0.00 8.5
15466 7732.5 22279.00 8108.00 0.00 8.2
15467 7733.0 23201.00 7832.00 0.00 8.4
15468 7733.5 24746.00 7552.00 0.00 8.4
15469 7734.0 28200.00 7208.00 0.00 8.6
15470 7734.5 31844.00 6860.00 0.00 8.6
15471 7735.0 36014.00 6508.00 2.94 8.5
15472 7735.5 37803.00 6156.00 4.90 8.6
15473 7736.0 38868.00 5972.00 70.51 8.8
15474 7736.5 38878.00 5788.00 136.13 8.9
15475 7737.0 39428.00 5620.00 243.85 9.1
15476 7737.5 39565.00 5448.00 350.60 9.1
15477 7738.0 39672.00 5412.00 410.34 9.2
15478 7738.5 39784.00 5376.00 469.10 9.3
15479 7739.0 39939.00 5360.00 515.13 9.6
15480 7739.5 40231.00 5344.00 560.18 9.9
15481 7740.0 40340.00 5320.00 579.77 9.7
15482 7740.5 40409.00 5292.00 598.37 9.8
15483 7741.0 40548.00 5176.00 632.65 9.6
15484 7741.5 40368.00 5060.00 666.93 8.0
15485 7742.0 40306.00 4968.00 582.71 8.2
15486 7742.5 40271.00 4872.00 498.49 8.0
15487 7743.0 40510.00 4780.00 357.46 8.0
15488 7743.5 41577.00 4688.00 215.46 8.0
15489 7744.0 43790.00 4736.00 114.58 7.7
15490 7744.5 46130.00 4780.00 13.71 7.5
15491 7745.0 46658.00 4824.00 6.86 7.5
15492 7745.5 46103.00 4868.00 0.00 7.6
15493 7746.0 45398.00 4960.00 0.00 7.6
15494 7746.5 44553.00 5048.00 0.00 7.8
15495 7747.0 43781.00 5060.00 0.00 7.0
15496 7747.5 42420.00 5068.00 0.00 6.9
15497 7748.0 41036.00 5056.00 0.00 6.7
15498 7748.5 39521.00 5044.00 0.00 6.5
15499 7749.0 37577.00 4988.00 0.00 6.5
15500 7749.5 35164.00 4928.00 0.00 6.3
15501 7750.0 33205.00 4800.00 0.00 6.2
15502 7750.5 31122.00 4668.00 0.00 6.1
15503 7751.0 29051.00 4544.00 0.00 5.9
15504 7751.5 27469.00 4416.00 0.00 6.0
15505 7752.0 26908.00 4264.00 0.00 6.0
15506 7752.5 26988.00 4108.00 0.00 5.9
15507 7753.0 26502.00 4012.00 0.00 5.7
15508 7753.5 25692.00 3912.00 0.00 5.4
15509 7754.0 25071.00 3864.00 0.00 5.2
15510 7754.5 24855.00 3812.00 0.00 5.2
15511 7755.0 24437.00 3764.00 0.00 5.1
15512 7755.5 23903.00 3712.00 0.00 5.1
15513 7756.0 23882.00 3676.00 0.00 5.0
15514 7756.5 24002.00 3636.00 0.00 4.8
15515 7757.0 24793.00 3664.00 0.00 4.8
15516 7757.5 26242.00 3688.00 0.00 4.8
15517 7758.0 29548.00 3740.00 0.00 4.8
15518 7758.5 33133.00 3788.00 0.00 4.8
15519 7759.0 37262.00 3820.00 0.98 4.7
15520 7759.5 39025.00 3852.00 1.96 4.5
15521 7760.0 39991.00 3948.00 71.50 4.4
15522 7760.5 39978.00 4040.00 141.04 4.4
15523 7761.0 40584.00 4168.00 302.64 4.5
15524 7761.5 40461.00 4292.00 463.26 4.8
15525 7762.0 40194.00 4588.00 665.02 5.0
15526 7762.5 40025.00 4880.00 865.81 5.1
15527 7763.0 39778.00 5240.00 1096.95 5.8
15528 7763.5 39533.00 5600.00 1327.12 6.3
15529 7764.0 39072.00 5892.00 1352.59 6.9
15530 7764.5 38393.00 6184.00 1377.07 7.8
15531 7765.0 38082.00 6276.00 1329.08 7.5
15532 7765.5 37995.00 6364.00 1280.12 7.3
15533 7766.0 38380.00 6332.00 1102.84 7.0
15534 7766.5 38581.00 6300.00 925.57 6.8
15535 7767.0 38709.00 6320.00 634.67 6.5
15536 7767.5 40068.00 6336.00 343.78 6.2
15537 7768.0 42312.00 6424.00 178.26 5.4
15538 7768.5 44905.00 6512.00 12.73 4.6
15539 7769.0 45300.00 6452.00 6.86 4.3
15540 7769.5 44881.00 6392.00 0.00 4.0
15541 7770.0 44434.00 6424.00 0.00 4.0
15542 7770.5 43489.00 6452.00 0.00 3.8
15543 7771.0 42620.00 6628.00 0.00 3.4
15544 7771.5 41148.00 6800.00 0.00 3.2
15545 7772.0 39756.00 6956.00 0.00 2.7
15546 7772.5 38009.00 7108.00 0.00 2.6
15547 7773.0 36301.00 7388.00 0.00 1.5
15548 7773.5 34582.00 7664.00 0.00 0.9
15549 7774.0 32872.00 7872.00 0.00 0.7
15550 7774.5 31529.00 8076.00 0.00 0.6
15551 7775.0 29249.00 8168.00 0.00 0.8
15552 7775.5 27887.00 8260.00 0.00 0.8
15553 7776.0 27242.00 8396.00 0.00 -1.0
15554 7776.5 27189.00 8528.00 0.00 -0.7
15555 7777.0 26557.00 8648.00 0.00 -0.3
15556 7777.5 25747.00 8768.00 0.00 -0.2
15557 7778.0 25064.00 8888.00 0.00 -0.4
15558 7778.5 24697.00 9004.00 0.00 -0.7
15559 7779.0 24179.00 9220.00 0.00 -0.3
15560 7779.5 23589.00 9432.00 0.00 -0.2
15561 7780.0 23126.00 9488.00 0.00 0.0
15562 7780.5 23004.00 9540.00 0.00 0.6
15563 7781.0 23179.00 9560.00 0.00 0.6
15564 7781.5 23779.00 9576.00 0.00 0.3
15565 7782.0 25304.00 9356.00 0.00 0.9
15566 7782.5 26525.00 9132.00 0.00 1.2
15567 7783.0 28369.00 8648.00 6.86 1.6
15568 7783.5 29769.00 8164.00 13.71 1.1
15569 7784.0 31953.00 7772.00 154.76 0.8
15570 7784.5 33768.00 7380.00 294.83 0.6
15571 7785.0 34999.00 7224.00 619.05 0.8
15572 7785.5 35167.00 7068.00 943.26 1.0
15573 7786.0 35309.00 6916.00 1216.55 1.1
15574 7786.5 34924.00 6760.00 1488.85 1.0
15575 7787.0 34714.00 6700.00 1790.55 1.1
15576 7787.5 34595.00 6636.00 2091.26 1.0
15577 7788.0 34594.00 6776.00 2066.78 1.4
15578 7788.5 34555.00 6916.00 2041.31 1.7
15579 7789.0 34689.00 6476.00 1890.47 1.8
15580 7789.5 35033.00 6032.00 1738.65 1.4
15581 7790.0 35503.00 5504.00 1346.84 1.4
15582 7790.5 36014.00 4976.00 955.04 1.1
15583 7791.0 36773.00 4624.00 622.98 1.0
15584 7791.5 37709.00 4268.00 290.92 0.7
15585 7792.0 40121.00 3992.00 150.85 0.4
15586 7792.5 43089.00 3716.00 9.80 0.2
15587 7793.0 44483.00 3516.00 4.90 0.1
15588 7793.5 44545.00 3312.00 0.00 -0.1
15589 7794.0 44114.00 3104.00 0.00 -0.3
15590 7794.5 43140.00 2896.00 0.00 -0.8
15591 7795.0 41857.00 2744.00 0.00 -1.1
15592 7795.5 40534.00 2592.00 0.00 -2.0
15593 7796.0 39643.00 2448.00 0.00 -1.6
15594 7796.5 38144.00 2304.00 0.00 -2.6
15595 7797.0 36827.00 2220.00 0.00 -1.9
15596 7797.5 35380.00 2132.00 0.00 -1.9
15597 7798.0 33889.00 2088.00 0.00 -0.9
15598 7798.5 32721.00 2040.00 0.00 -0.7
15599 7799.0 31177.00 1960.00 0.00 -0.6
15600 7799.5 30112.00 1876.00 0.00 -0.4
15601 7800.0 29579.00 1852.00 0.00 0.6
15602 7800.5 29558.00 1824.00 0.00 1.0
15603 7801.0 29034.00 1796.00 0.00 0.9
15604 7801.5 28111.00 1764.00 0.00 1.3
15605 7802.0 27492.00 1756.00 0.00 1.2
15606 7802.5 27298.00 1744.00 0.00 1.0
15607 7803.0 26718.00 1708.00 0.00 0.7
15608 7803.5 26118.00 1672.00 0.00 0.8
15609 7804.0 25780.00 1692.00 0.00 1.0
15610 7804.5 25585.00 1708.00 0.00 1.0
15611 7805.0 25520.00 1740.00 0.00 1.3
15612 7805.5 25690.00 1768.00 0.00 1.5
15613 7806.0 26449.00 1752.00 0.00 1.4
15614 7806.5 27235.00 1736.00 0.00 1.7
15615 7807.0 28287.00 1760.00 6.86 1.5
15616 7807.5 28811.00 1780.00 12.73 1.1
15617 7808.0 30647.00 1824.00 146.94 0.8
15618 7808.5 32433.00 1868.00 281.14 1.3
15619 7809.0 34249.00 1884.00 619.10 3.3
15620 7809.5 35318.00 1900.00 956.09 1.7
15621 7810.0 35997.00 1948.00 1273.48 5.6
15622 7810.5 36284.00 1996.00 1590.87 4.4
15623 7811.0 36498.00 2084.00 1685.89 4.7
15624 7811.5 36777.00 2168.00 1780.92 4.8
15625 7812.0 37029.00 2248.00 1820.11 5.3
15626 7812.5 37221.00 2324.00 1858.31 4.4
15627 7813.0 37185.00 2280.00 1630.07 4.6
15628 7813.5 37401.00 2236.00 1400.84 5.4
15629 7814.0 37872.00 2224.00 1108.92 4.9
15630 7814.5 38243.00 2212.00 817.00 5.1
15631 7815.0 39000.00 2184.00 543.69 4.9
15632 7815.5 39823.00 2156.00 270.37 4.2
15633 7816.0 42345.00 2152.00 142.04 3.7
15634 7816.5 45098.00 2144.00 13.71 3.0
15635 7817.0 45937.00 2136.00 6.86 3.0
15636 7817.5 45559.00 2128.00 0.00 2.8
15637 7818.0 45072.00 2052.00 0.00 2.6
15638 7818.5 44140.00 1972.00 0.00 2.1
15639 7819.0 43074.00 1904.00 0.00 1.8
15640 7819.5 41726.00 1832.00 0.00 1.9
15641 7820.0 40688.00 1764.00 0.00 1.6
15642 7820.5 39177.00 1692.00 0.00 1.5
15643 7821.0 37804.00 1660.00 0.00 1.5
15644 7821.5 35976.00 1628.00 0.00 1.5
15645 7822.0 34194.00 1624.00 0.00 1.5
15646 7822.5 32260.00 1616.00 0.00 1.3
15647 7823.0 30150.00 1712.00 0.00 0.5
15648 7823.5 29028.00 1804.00 0.00 0.9
15649 7824.0 28595.00 1784.00 0.00 -0.9
15650 7824.5 28973.00 1764.00 0.00 -1.4
15651 7825.0 28706.00 1772.00 0.00 -2.0
15652 7825.5 28169.00 1776.00 0.00 -2.3
15653 7826.0 27715.00 1776.00 0.00 -2.4
15654 7826.5 27617.00 1772.00 0.00 -2.5
15655 7827.0 27230.00 1920.00 0.00 -2.4
15656 7827.5 26757.00 2068.00 0.00 -2.4
15657 7828.0 26586.00 2136.00 0.00 -2.2
15658 7828.5 26767.00 2204.00 0.00 -2.1
15659 7829.0 27567.00 2272.00 0.00 -2.0
15660 7829.5 29119.00 2336.00 0.00 -2.0
15661 7830.0 32725.00 2264.00 0.00 -2.1
15662 7830.5 36411.00 2188.00 0.00 -2.2
15663 7831.0 40560.00 2276.00 8.82 -2.4
15664 7831.5 42492.00 2360.00 16.65 -2.4
15665 7832.0 43497.00 2480.00 219.45 -2.4
15666 7832.5 43410.00 2600.00 421.26 -1.0
15667 7833.0 43985.00 2848.00 685.78 -0.8
15668 7833.5 44139.00 3092.00 949.32 -0.7
15669 7834.0 43838.00 3272.00 1214.81 0.1
15670 7834.5 43528.00 3448.00 1480.31 0.8
15671 7835.0 43259.00 3736.00 1627.27 0.8
15672 7835.5 43184.00 4020.00 1773.24 0.8
15673 7836.0 43305.00 4324.00 1735.04 1.5
15674 7836.5 42987.00 4628.00 1695.85 2.1
15675 7837.0 42965.00 4868.00 2164.15 2.2
15676 7837.5 43093.00 5108.00 2631.48 2.1
15677 7838.0 43367.00 5280.00 1681.17 2.0
15678 7838.5 43389.00 5452.00 730.86 2.1
15679 7839.0 43768.00 5564.00 470.26 2.2
15680 7839.5 45432.00 5676.00 209.66 2.1
15681 7840.0 47576.00 5760.00 109.73 1.9
15682 7840.5 48597.00 5840.00 9.80 1.8
15683 7841.0 48590.00 5908.00 4.90 1.8
15684 7841.5 48193.00 5972.00 0.00 1.9
15685 7842.0 47763.00 5860.00 0.00 2.0
15686 7842.5 47121.00 5748.00 0.00 1.9
15687 7843.0 46285.00 5704.00 0.00 1.8
15688 7843.5 44950.00 5660.00 0.00 1.6
15689 7844.0 43444.00 5572.00 0.00 1.6
15690 7844.5 41701.00 5480.00 0.00 1.7
15691 7845.0 39535.00 5440.00 0.00 1.9
15692 7845.5 37231.00 5396.00 0.00 2.1
15693 7846.0 34946.00 5308.00 0.00 2.1
15694 7846.5 32606.00 5220.00 0.00 2.9
15695 7847.0 30128.00 5264.00 0.00 3.0
15696 7847.5 28545.00 5308.00 0.00 3.3
15697 7848.0 28165.00 5324.00 0.00 3.4
15698 7848.5 28252.00 5336.00 0.00 3.4
15699 7849.0 28058.00 5396.00 0.00 3.5
15700 7849.5 27414.00 5456.00 0.00 3.6
15701 7850.0 26902.00 5516.00 0.00 3.7
15702 7850.5 26839.00 5576.00 0.00 3.9
15703 7851.0 26362.00 5476.00 0.00 3.9
15704 7851.5 25928.00 5372.00 0.00 4.1
15705 7852.0 25721.00 5244.00 0.00 4.2
15706 7852.5 25819.00 5116.00 0.00 4.4
15707 7853.0 26525.00 4940.00 0.00 4.8
15708 7853.5 28103.00 4760.00 0.00 4.5
15709 7854.0 31411.00 4772.00 0.00 4.1
15710 7854.5 34979.00 4784.00 0.00 3.7
15711 7855.0 39262.00 4796.00 2.94 3.5
15712 7855.5 40962.00 4804.00 4.90 3.5
15713 7856.0 41649.00 4852.00 67.60 3.6
15714 7856.5 41513.00 4896.00 129.33 3.7
15715 7857.0 42088.00 4916.00 251.80 3.6
15716 7857.5 42358.00 4936.00 373.29 3.7
15717 7858.0 42451.00 5072.00 419.34 3.9
15718 7858.5 42586.00 5204.00 464.42 4.2
15719 7859.0 42656.00 5380.00 503.61 4.4
15720 7859.5 42770.00 5556.00 541.82 4.8
15721 7860.0 42827.00 5704.00 579.05 5.7
15722 7860.5 42601.00 5852.00 616.29 5.7
15723 7861.0 42565.00 5860.00 623.15 6.0
15724 7861.5 42434.00 5864.00 630.01 6.4
15725 7862.0 42402.00 5824.00 544.76 6.5
15726 7862.5 42344.00 5784.00 459.52 6.5
15727 7863.0 42693.00 5688.00 322.35 6.5
15728 7863.5 44037.00 5592.00 184.20 6.3
15729 7864.0 46201.00 5544.00 96.02 6.0
15730 7864.5 48024.00 5492.00 6.86 5.7
15731 7865.0 48354.00 5476.00 3.92 5.5
15732 7865.5 48003.00 5456.00 0.00 5.0
15733 7866.0 47606.00 5532.00 0.00 4.6
15734 7866.5 46899.00 5608.00 0.00 4.6
15735 7867.0 45997.00 5616.00 0.00 4.7
15736 7867.5 44486.00 5624.00 0.00 4.4
15737 7868.0 43187.00 5604.00 0.00 4.1
15738 7868.5 41380.00 5580.00 0.00 4.4
15739 7869.0 39295.00 5624.00 0.00 4.5
15740 7869.5 36765.00 5668.00 0.00 4.4
15741 7870.0 34582.00 5700.00 0.00 4.1
15742 7870.5 32419.00 5728.00 0.00 4.0
15743 7871.0 30089.00 5572.00 0.00 4.1
15744 7871.5 28638.00 5416.00 0.00 4.3
15745 7872.0 28082.00 5372.00 0.00 4.9
15746 7872.5 28334.00 5328.00 0.00 4.8
15747 7873.0 28035.00 5348.00 0.00 4.8
15748 7873.5 27317.00 5368.00 0.00 4.8
15749 7874.0 26696.00 5452.00 0.00 4.5
15750 7874.5 26602.00 5536.00 0.00 4.3
15751 7875.0 26168.00 5492.00 0.00 4.3
15752 7875.5 25711.00 5444.00 0.00 4.4
15753 7876.0 25317.00 5416.00 0.00 4.7
15754 7876.5 25416.00 5388.00 0.00 4.9
15755 7877.0 26259.00 5312.00 0.00 4.7
15756 7877.5 27737.00 5236.00 0.00 4.9
15757 7878.0 31100.00 5228.00 0.00 4.9
15758 7878.5 34600.00 5216.00 0.00 4.9
15759 7879.0 38921.00 5188.00 3.92 4.9
15760 7879.5 40412.00 5160.00 6.86 5.1
15761 7880.0 40946.00 5184.00 123.46 5.1
15762 7880.5 40912.00 5204.00 239.09 5.5
15763 7881.0 41706.00 5176.00 409.58 5.8
15764 7881.5 41801.00 5148.00 580.08 5.9
15765 7882.0 41430.00 5196.00 795.65 5.8
15766 7882.5 41134.00 5244.00 1011.22 5.9
15767 7883.0 40825.00 5364.00 1258.15 6.3
15768 7883.5 40564.00 5480.00 1505.08 6.5
15769 7884.0 40501.00 5572.00 1476.67 6.4
15770 7884.5 40403.00 5664.00 1447.28 6.5
15771 7885.0 40551.00 5584.00 1311.08 6.9
15772 7885.5 40540.00 5500.00 1174.88 7.1
15773 7886.0 40865.00 5340.00 961.26 7.1
15774 7886.5 41132.00 5180.00 747.65 7.4
15775 7887.0 41538.00 4908.00 504.64 7.1
15776 7887.5 43098.00 4632.00 261.63 6.9
15777 7888.0 45694.00 4488.00 135.22 6.8
15778 7888.5 47792.00 4340.00 7.84 6.7
15779 7889.0 48301.00 4256.00 3.92 6.4
15780 7889.5 47976.00 4168.00 0.00 6.3
15781 7890.0 47521.00 4028.00 0.00 5.9
15782 7890.5 47066.00 3884.00 0.00 5.9
15783 7891.0 46115.00 3796.00 0.00 6.0
15784 7891.5 44906.00 3704.00 0.00 6.1
15785 7892.0 43408.00 3596.00 0.00 6.1
15786 7892.5 41823.00 3488.00 0.00 6.1
15787 7893.0 39783.00 3436.00 0.00 6.2
15788 7893.5 37418.00 3380.00 0.00 6.2
15789 7894.0 35221.00 3288.00 0.00 6.2
15790 7894.5 33126.00 3192.00 0.00 6.2
15791 7895.0 30876.00 3172.00 0.00 6.2
15792 7895.5 29427.00 3148.00 0.00 6.2
15793 7896.0 28953.00 3048.00 0.00 5.1
15794 7896.5 29107.00 2948.00 0.00 5.0
15795 7897.0 28808.00 2892.00 0.00 4.9
15796 7897.5 28129.00 2832.00 0.00 4.8
15797 7898.0 27541.00 2772.00 0.00 4.7
15798 7898.5 27423.00 2708.00 0.00 4.6
15799 7899.0 26964.00 2648.00 0.00 4.5
15800 7899.5 26514.00 2584.00 0.00 4.5
15801 7900.0 26218.00 2540.00 0.00 4.4
15802 7900.5 26347.00 2496.00 0.00 4.4
15803 7901.0 27139.00 2444.00 0.00 4.3
15804 7901.5 28492.00 2388.00 0.00 4.3
15805 7902.0 31781.00 2296.00 0.00 4.3
15806 7902.5 35399.00 2200.00 0.00 4.2
15807 7903.0 39714.00 2168.00 0.98 4.2
15808 7903.5 41348.00 2136.00 1.96 4.3
15809 7904.0 41842.00 2144.00 104.85 4.3
15810 7904.5 41682.00 2148.00 207.75 4.4
15811 7905.0 42058.00 2296.00 415.50 4.5
15812 7905.5 41902.00 2440.00 623.25 4.7
15813 7906.0 41614.00 2556.00 724.19 5.1
15814 7906.5 41440.00 2672.00 825.13 5.1
15815 7907.0 41499.00 2828.00 848.65 5.1
15816 7907.5 41540.00 2980.00 872.17 5.1
15817 7908.0 41722.00 3028.00 931.95 5.9
15818 7908.5 41541.00 3072.00 991.73 6.1
15819 7909.0 41624.00 3128.00 931.95 6.3
15820 7909.5 41629.00 3180.00 871.19 6.8
15821 7910.0 41784.00 3256.00 710.48 7.0
15822 7910.5 41733.00 3328.00 549.77 7.0
15823 7911.0 42005.00 3412.00 348.87 7.1
15824 7911.5 43246.00 3496.00 147.98 7.1
15825 7912.0 45567.00 3524.00 77.42 7.1
15826 7912.5 47222.00 3552.00 6.86 6.9
15827 7913.0 47681.00 3608.00 3.92 6.9
15828 7913.5 47154.00 3660.00 0.00 6.8
15829 7914.0 46488.00 3668.00 0.00 6.8
15830 7914.5 45869.00 3676.00 0.00 6.8
15831 7915.0 45109.00 3776.00 0.00 6.1
15832 7915.5 43789.00 3876.00 0.00 6.1
15833 7916.0 42424.00 4004.00 0.00 6.1
15834 7916.5 40639.00 4128.00 0.00 6.1
15835 7917.0 38737.00 4272.00 0.00 6.1
15836 7917.5 36391.00 4412.00 0.00 5.6
15837 7918.0 34171.00 4544.00 0.00 5.9
15838 7918.5 32063.00 4676.00 0.00 5.9
15839 7919.0 29903.00 4948.00 0.00 5.9
15840 7919.5 28506.00 5216.00 0.00 6.7
15841 7920.0 27874.00 5316.00 0.00 8.5
15842 7920.5 27868.00 5412.00 0.00 8.5
15843 7921.0 27327.00 5512.00 0.00 8.5
15844 7921.5 26540.00 5608.00 0.00 8.5
15845 7922.0 25938.00 5744.00 0.00 8.2
15846 7922.5 25661.00 5880.00 0.00 8.4
15847 7923.0 24945.00 5932.00 0.00 8.4
15848 7923.5 24295.00 5980.00 0.00 8.4
15849 7924.0 24009.00 6084.00 0.00 8.4
15850 7924.5 24149.00 6184.00 0.00 8.5
15851 7925.0 24771.00 6328.00 0.00 8.8
15852 7925.5 25899.00 6472.00 0.00 8.8
15853 7926.0 29266.00 6640.00 0.00 9.0
15854 7926.5 32398.00 6808.00 0.00 9.2
15855 7927.0 36512.00 6944.00 1.96 9.3
15856 7927.5 38149.00 7080.00 2.94 9.4
15857 7928.0 38880.00 7256.00 52.92 9.5
15858 7928.5 38823.00 7428.00 102.90 9.5
15859 7929.0 39207.00 7520.00 148.97 9.5
15860 7929.5 39017.00 7608.00 195.03 9.5
15861 7930.0 38861.00 7692.00 474.34 10.9
15862 7930.5 38899.00 7772.00 753.66 10.0
15863 7931.0 38823.00 7856.00 761.50 9.6
15864 7931.5 38888.00 7936.00 769.34 9.4
15865 7932.0 38995.00 7964.00 748.76 9.7
15866 7932.5 38727.00 7992.00 728.18 10.1
15867 7933.0 38591.00 7952.00 687.02 10.0
15868 7933.5 38752.00 7912.00 644.88 9.8
15869 7934.0 38924.00 7832.00 502.77 9.7
15870 7934.5 39006.00 7752.00 359.68 9.5
15871 7935.0 39384.00 7776.00 243.06 8.9
15872 7935.5 40623.00 7796.00 125.45 8.9
15873 7936.0 42643.00 7888.00 65.66 8.8
15874 7936.5 44408.00 7976.00 5.88 8.8
15875 7937.0 44697.00 8064.00 2.94 8.3
15876 7937.5 44223.00 8148.00 0.00 6.7
15877 7938.0 43658.00 8176.00 0.00 5.8
15878 7938.5 42866.00 8204.00 0.00 5.8
15879 7939.0 41692.00 8160.00 0.00 5.1
15880 7939.5 40358.00 8116.00 0.00 5.2
15881 7940.0 39205.00 8016.00 0.00 4.5
15882 7940.5 37882.00 7912.00 0.00 4.5
15883 7941.0 36132.00 7820.00 0.00 4.5
15884 7941.5 34321.00 7728.00 0.00 4.5
15885 7942.0 32595.00 7676.00 0.00 4.5
15886 7942.5 31270.00 7624.00 0.00 3.0
15887 7943.0 29443.00 7540.00 0.00 1.9
15888 7943.5 28136.00 7456.00 0.00 1.8
15889 7944.0 27412.00 7472.00 0.00 -0.5
15890 7944.5 27538.00 7484.00 0.00 -0.6
15891 7945.0 26988.00 7368.00 0.00 -0.6
15892 7945.5 26062.00 7248.00 0.00 -0.6
15893 7946.0 25387.00 7160.00 0.00 -0.6
15894 7946.5 25066.00 7072.00 0.00 -0.4
15895 7947.0 24498.00 6980.00 0.00 -0.5
15896 7947.5 23944.00 6884.00 0.00 -0.5
15897 7948.0 23602.00 6852.00 0.00 -0.4
15898 7948.5 23505.00 6820.00 0.00 -0.4
15899 7949.0 23779.00 6820.00 0.00 -0.5
15900 7949.5 24315.00 6816.00 0.00 -0.7
15901 7950.0 25785.00 6996.00 0.98 -0.6
15902 7950.5 27145.00 7176.00 1.96 -0.6
15903 7951.0 29053.00 7340.00 1.96 -1.0
15904 7951.5 30033.00 7504.00 1.96 -1.0
15905 7952.0 31851.00 7752.00 138.20 -0.8
15906 7952.5 33259.00 8000.00 273.46 -0.8
15907 7953.0 34511.00 8132.00 532.21 -0.4
15908 7953.5 34696.00 8264.00 789.99 -0.4
15909 7954.0 35131.00 8500.00 898.79 0.6
15910 7954.5 35469.00 8736.00 1006.60 0.6
15911 7955.0 35831.00 9064.00 878.21 0.6
15912 7955.5 36196.00 9388.00 748.83 0.6
15913 7956.0 36485.00 9128.00 662.58 0.6
15914 7956.5 36488.00 8868.00 575.35 2.0
15915 7957.0 36324.00 9008.00 521.44 2.2
15916 7957.5 36181.00 9144.00 466.55 2.3
15917 7958.0 36155.00 9076.00 379.32 2.4
15918 7958.5 36236.00 9004.00 291.11 2.5
15919 7959.0 36772.00 8960.00 206.81 2.6
15920 7959.5 37681.00 8912.00 121.54 2.6
15921 7960.0 39550.00 9172.00 61.75 3.1
15922 7960.5 40939.00 9432.00 1.96 3.5
15923 7961.0 41987.00 9384.00 1.96 3.7
15924 7961.5 41865.00 9332.00 0.98 3.8
15925 7962.0 41084.00 9392.00 0.98 4.1
15926 7962.5 39978.00 9452.00 0.00 4.1
15927 7963.0 38570.00 9452.00 0.00 4.2
15928 7963.5 37294.00 9452.00 0.00 4.1
15929 7964.0 36253.00 9408.00 0.00 4.0
15930 7964.5 34755.00 9360.00 0.00 4.0
15931 7965.0 33350.00 9268.00 0.00 4.0
15932 7965.5 32137.00 9172.00 0.00 4.2
15933 7966.0 30580.00 9048.00 0.00 4.4
15934 7966.5 29407.00 8924.00 0.00 4.2
